plt_DH2Te_Heal#1,"""Wecuvws HP when you dodge an attack."""
plt_DH2Te_DamageBonus#1,"""Boosts damage against weakened enemies."""
plt_DH2Te_SPLaser#1,"""Fire a beam formed from a torrent of<br>diffused magical power.<br>Can only be used once per activation."""
AutoWordTypeDarkerBlast#0,"""Dawk Bwast Twiggew"""
PoseForm_Title#0,"""Set the Twansfowmation Action"""
PoseForm_SubTitle_Pose#0,"""Twansfowm Pose Setting"""
PoseForm_Button_Pose#0,"""Sewect a Pose"""
PoseForm_Message#0,"""Sewect a pose to pewfowm when you use Dawk Bwast."""
ColorSetting_Title#0,"""Change Dawk Bwast Cowow"""
ColorSetting_Title_Preview#0,"""Pweview"""
ColorSetting_Title_Color#0,"""Change Dawk Bwast Cowow"""
ColorSettingButton_Reset#0,"""Undo aww"""
ColorSettingButton_Reset2#0,"""Undo"""
ColorSettingButton_Back#0,"""Back"""
ColorSettingButton_Set#0,"""Confiwm"""
ColorSettingButton_Set2#0,"""OK"""
ColorSetting_Message#0,"""You can change the color of your Dark Blast.<br>Select the color you want to be."""
ColorSetting_Help_Title#0,"""Change Dawk Bwast Cowow"""
ColorSetting_Help_Message_0#0,"""<soft_yellow>Change the color of your Dark Blast.<c>"""
ColorSetting_Help_Message_1#0,"""<soft_yellow>Set the Dark Blast color.<c>"""
ColorSetting_Item_0_0#0,"""Main Cowow Setting"""
ColorSetting_Item_0_1#0,"""Sub Cowow Setting"""
ColorSetting_Item_1_0#0,"""Main Cowow Setting"""
ColorSetting_Item_1_1#0,"""Sub Cowow Setting"""
ColorSetting_Item_2_0#0,"""Main Cowow Setting"""
ColorSetting_Item_2_1#0,"""Sub Cowow Setting"""
ColorSetting_Item_3_0#0,"""Main Cowow Setting"""
ColorSetting_Item_3_1#0,"""Sub Cowow Setting"""
ColorSetting_Confirm_Title#0,"""Confiwm Change"""
ColorSetting_Confirm_Exit#0,"""Color has been edited.<br>If you exit now, your changes will be discarded.<br><br>Is that alright?"""
ColorSetting_Confirm_Decide#0,"""Color has been edited.<br><br>Is that alright?"""
ColorSetting_Confirm_Reset#0,"""This will undo all changes.<br><br>Is that alright?"""
ColorSetting_Confirm_Reset2#0,"""This will undo an edit.<br><br>Is that alright?"""
ColorSetting_Toast_Changed#0,"""You have changed youw Dawk Bwast cowow."""
ColorSetting_Toast_Reset#0,"""Weset to defauwt cowow."""
