QuestOutExtra#0,"""The campaign period for this quest has ended.<br>Please accept the quest again."""
QuestInExtra#0,"""The campaign period for this quest is active.<br>Please accept the quest again."""
TitleCommonError#0,"""Match Ewwow"""
CantBasnetOrderNumZeroMembers#0,"""<yellow>Could not start the quest<br>because some party members have<br>a Match Stamina count at 0.<c><br><br>Recover Match Stamina or try again<br>with party members who meet<br>the quest requirements."""
CantBasnetProperPartyJoinGradeError#0,"""You cannot join the party or<br>accept the quest for the following reason:<br><br>・You cannot join the room because it is a different grade."""
CantBasnetSupportPartyJoinGradeError#0,"""You cannot join the party or<br>accept the quest for the following reason:<br><br>・You cannot participate in this grade yet."""
CantStartQuestNotExpertParty#0,"""Cannot set Expert Setting.<br><br>You have to acquire specific<br>titles to activate this setting."""
CantStartProhibitQuestDropTitleCnt#0,"""Quest Countew Tewminaw"""
CantStartProhibitQuestDropTitleTlp#0,"""Tewepowtew"""
CantStartProhibitQuestDropForStart#0,"""Cannot be used now."""
CantStartQuest_ExpertSetting_Disable#0,"""Cannot set Expert Setting.<br><br>You have to acquire specific<br>titles to activate this setting."""
Title#1,"""Quest Countew"""
TitleCampship#1,"""Quest Countew Tewminaw"""
Back#0,"""Exit Quest Countew"""
BackCampship#0,"""Exit Quest Countew Tewminaw"""
QuestSelect#0,"""Sewect Quest fwom Wist"""
PartyListSelect#0,"""Sewect Pawty in Quest"""
WatchPartyListSelect#0,"""View Pawties in Quest"""
PartyList#0,"""Sewect Pawty in Quest"""
FriendPartyList#0,"""-"""
WatchPartyList#0,"""View Pawties in Quest"""
WatchFriendPartyList#0,"""-"""
PartyAllList#0,"""Aww Pawties"""
PartyFriendList#0,"""Fwiends' Pawties"""
PartyGuildList#0,"""Team Membew Pawties"""
PartyReserveList#0,"""Pweviouswy sewected pawty"""
MatchingSetting#0,"""Matching Settings"""
PartnerProhibit#0,"""Entew a woom that fowbids pawtnews"""
TrainingSelect#0,"""Pway a Twaining Quest"""
QuestTriggerSelect#0,"""Accept Twiggew Quest"""
TriggerQuestReorderPeriod#0,"""Since a quest trigger has been used, you can<br>restart the quest again within 3 minutes.<br><yellow>（Remaining：$(0) times）<c><br><br>You can start the Trigger Quest<br>without consuming again trigger item<br> until the time is up."""
BattleArenaPlaySelect#0,"""Pway Battwe Awena"""
BattleArenaPlayInfo#0,"""Battle Arena quests can only be played in [Shared Ships]<br>Please move to a shared ship by:<br><br>・From the quest counter<br><yellow>Select [Play Battle Arena]<c><br><br>・From the block transfer teleporter<br><yellow>[Go To Shared Ship Battle Lobby]<c><br><br>・In the Quick Menu select [Go To Shared Ship]<br><br>[What is Shared Ship?]<br>You can undertake Battle Arena and Challenge Quest<br>together with players from other ships<br>through this dedicated Shared Ship."""
EP5StorySelect#0,"""Main Quest [EP5] <pict Fresh>"""
OmnibusSelect#0,"""Omnibus Quest [EP1~3] <pict Fresh>"""
Shipbonus#0,"""AWKS Ship Gwand Pwix Boost Info"""
Gpboost#0,"""Wound Boost"""
BoostExplain#0,"""As a result of the ARKS Ship ranking,<br>a boost to the points is underway."""
BoostPoint#0,"""Daiwy Boost"""
MyBoostPointValue#0,"""$(0)%"""
BoostUpperLimit#0,"""50％"""
BoostInformation#0,"""Daiwy Boost Info"""
TitleFreeField#0,"""Fwee Fiewd Sewection"""
TitleRankSelect#0,"""Wank Sewection"""
QuestRankName#0,"""$(1)（Lv.$(0)+）"""
CautionNon#0,"""Unknown error.<br><br>Error code [3001]"""
CautionQuestLevelNG2#0,"""The following party members do not meet<br>the field's level requirements:<br><br>・Lv.$(0)+"""
CautionMultiConditionLine1#0,"""Could not enter field.<br> The following conditions were not met:<br><br>$(0)"""
CautionMultiConditionLine2#0,"""Could not enter field.<br> The following conditions were not met:<br><br>$(0)<br>$(1)"""
ReasonPartyLevel#0,"""・Lv.$(0)+"""
ReasonEventFlag#1,"""・Conditions/Cwient Owdews"""
Title#2,"""Quest Type Sewection"""
Back#1,"""Wetuwn"""
HintNon#0,"""Unknown Ewwow"""
HintNew#0,"""Non-Cweawed Quests"""
HelpNon#1,"""Unknown Ewwow"""
HelpMes01#0,"""You will spend an [Extreme Pass]<br>by beginning this quest.<br><br>You can receive an [Extreme Pass] from<br>Administrator Pudding every 22 hours.<br><br>During some emergency trials,<br>recovery effects of items such as<br>Cosmo Atomizers will be decreased.<br>However, recovery effects of revival are not affected."""
HelpMes02#0,"""Experience the compelling story<br>of the mysterious PSO2 universe.<br><br>Visit various places and discover<br>information that will open new paths<br>and reveal the truth.<br><br>Tackle these solo quests and<br>change your history!"""
HelpMes03#0,"""ARKS quests are missions<br>with a specific goal.<br><br>By clearing that goal, you are<br>provided with a reward.<br><br>The goals and payments vary<br>by mission."""
HelpMes04#0,"""Limited Quests are timed limited<br>quests that only appear during a<br>certain period of time.<br><br>Once it's gone, you cannot complete<br><yellow>Client Orders<c> relating to it."""
HelpMes05#0,"""-"""
HelpMes06#0,"""-"""
HelpMes07#0,"""Experience the compelling story<br>of the mysterious PSO2 universe.<br><br>Visit various places and discover<br>information that will open new paths<br>and reveal the truth.<br><br>Tackle these solo quests to<br>change the future and<br>create a different history!"""
HelpMes08#0,"""For meetings and events,<br>this is limited to specific stores/net cafes.<br>This is a published quest?"""
HelpMes09#0,"""-"""
HelpMes10#0,"""-"""
HelpMes11#0,"""Advance Quests need Advance Capsules<br>for each particular type of quest.<br><br>By clearing an Advance Quest,<br>your risk rises in that mission.<br><br>The mission's difficulty depends on the risk accumulated by the party leader.<br><br>Additionally, the risk resets each week."""
HelpMes12#0,"""Free Fields allow for the exploration<br>of certain fields without restriction<br>on time or an objective.<br><br>Once you've reached the deepest<br>regions of the field, you will fight<br>a powerful enemy."""
HelpMes13#0,"""Compete with other players<br>for the fastest times.<br><br>Quests are non-randomized<br>to ensure fairness.<br><br>Record your time attack<br>and check your rankings!"""
HelpMes14#0,"""Time-limited Emergency Quests.<br><br>Includes missions such as repelling <br>enemies invading the city area.<br><br>Party play recommended<br>as many of these missions will have <br>a high level of difficulty."""
CautionNon#1,"""Unknown error.<br><br>Error code [3002]"""
CautionNothingQuest#0,"""This quest type has no quests wight now."""
CautionNonChallengeArea#0,"""Challenge Arena quests can only be<br>played in [Shared Ships] under a [Challenge Block].<br>Please enter it using the block transfer teleporter.<br><br>[What is Shared Ship?]<br>You can undertake Battle Arena and Challenge Quest<br>together with players from other ships<br>through this dedicated Shared Ship.<br><yellow>※Friends List, Mail, and Symbol Arts are<br>switched to the Shared Ship configuration.<c><br><br>[What is a challenge block?]<br>A block that allows you to begin a challenge<br>quest, that can be played on Shared Ships."""
CautionNonContestArea#0,"""「アークスGP2016予選」を公開中です。<br>今回のアークスGPクエストは、共通シップ<br>またはチャレンジブロックで受注できます。<br>ブロック転送テレポーターから移動して下さい。<br><br>「アークスGP2016予選」では<br>キャンプシップ内の「クラスセット端末」から<br>ハンタータイプ、レンジャータイプなど<br>各クラスの装備、クラススキルのセットを<br>選んでプレイすることができます。 """
CautionNonContestArea_NetCafe#0,"""ネットカフェ限定のクエストを公開中です。<br>共通シップまたはチャレンジブロックでのみ<br>受注できます。<br>ブロック転送テレポーターから移動して下さい。<br><br>【共通シップ】<br>異なるシップに所属するプレイヤーと一緒に、<br>クエストをプレイできるシップです。<br><yellow>※フレンドリスト・メール・シンボルアートは<br>\u3000共通シップ専用のデータに切り替わります。<c><br><br>【チャレンジブロック】<br>対象クエストを受注できるブロックです。<br>受注できるクエストは共通シップと同じです。"""
CautionNonPokaArea#0,"""Battle Arena quests can only be played in [Shared Ships]<br>Please move to a shared ship by:<br><br>・From the quest counter<br><yellow>Select [Play Battle Arena]<c><br><br>・From the block transfer teleporter<br><yellow>[Go To Shared Ship Battle Lobby]<c><br><br>・In the Quick Menu select [Go To Shared Ship]<br><br>[What is Shared Ship?]<br>You can undertake Battle Arena and Challenge Quest<br>together with players from other ships<br>through this dedicated Shared Ship."""
CautionNonBasnetOpen#0,"""Buster Quests can be done after<br>completing the [EPISODE 5]<br>Story Quest \""Illogical World\"".<br><br><yellow>※If other characters on your account have<br>\u3000already unlocked Buster Quests by<br>\u3000unlocking EPISODE 5, these quests will<br>\u3000become available to all characters.<c>"""
ChallengeName#0,"""Chawwenge Quest"""
HelpMes15#0,"""Level, Equipment, Items etc are all reset<br>temporarily in this virtual space (VR)<br>training quest. Before the VR energy<br>disappears, aim to clear the most missions<br>possible.<br><br>Because all stats etc are reset, it is very<br>important to cooperate with your fellow<br>players and work together."""
HelpMes16#0,"""Experience PHANTASY STAR ONLINE 2's<br>EPISODE 3 mystery and intrigue through<br>these quests.<br><br>If you freely explore these areas and<br>collect information, you may find new<br>ways to uncover the truth.<br><br>To uncover your destiny, you must<br>challenge these quests alone."""
HelpMes17#0,"""Featured Quests are quests that are changed every day, and usually have boosts or are part of a campaign.<br><br>You can play the Featured Quest regardless of whether you have it unlocked or not."""
HelpMes18#0,"""Investigate an abnormal corruption in the designated area.<br><br>You can complete the quest by earning points from defeating enemies.<br><br>Because of the very high degree of difficulty, you must meet certain conditions."""
HelpMes19#0,"""A limited-time ARKS GP Quest<br>which can be accepted from a<br>challenge block.<br>Cannot be accepted after a set date.<br>You can earn Challenge Miles<br>by clearing this quest.<br><br>[Notice]<br>Please check the Players Site<br>for ARKS GP entry methods<br>and regulations."""
HelpMes20#0,"""These quests give large amounts of<br>experience, rare drops, and meseta.<br>These quests can only be played solo.<br><br>At the beginning of the quest, a certain Bonus Key will be consumed.<br><br>Bonus Keys can be obtained by clearing<br>Recommended Quests with a rank of A<br>or higher, which gives a small chance to<br>receive one from the gift box at the end."""
HelpMes21#0,"""Experience PHANTASY STAR ONLINE 2's<br>EPISODE 3 mystery and intrigue through<br>these quests."""
HelpMes22#0,"""<c 6eff7c>Welcome to ARKS Training Quests!<c><br><br>Here, you can practice the combat basics<br>of Phantasy Star Online 2.<br><br>First, let's do Common Training!<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes23#0,"""Use this combat scenario to practice<br>using the \""Hunter\"" class in battle.<br><br>\""Hunter\"" is a class that specializes in<br>close-range combat using striking<br>weapons like Swords and Partizans.<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes24#0,"""Use this combat scenario to practice<br>using the \""Ranger\"" class in battle.<br><br>\""Ranger\"" is a class that specializes in<br>long-range combat using shooting<br>weapons like Assault Rifles.<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes25#0,"""Use this combat scenario to practice<br>using the \""Force\"" class in battle.<br><br>\""Force\"" is a class that specializes in<br>long-range combat using magical<br>\""Techniques\"".<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes26#0,"""Use this combat scenario to practice<br>using the \""Fighter\"" class in battle.<br><br>\""Fighter\"" is a class that specializes in<br>close-range combat using striking<br>weapons like Knuckles and Twin Daggers.<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes27#0,"""Use this combat scenario to practice<br>using the \""Gunner\"" class in battle.<br><br>\""Gunner\"" is a class that specializes in<br>near-mid-range combat using shooting<br>weapons like Twin Machineguns.<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes28#0,"""Use this combat scenario to practice<br>using the \""Techer\"" class in battle.<br><br>\""Techer\"" is a class that can fight directly<br>with Wands, use Technique attacks and<br>even provide support effects.<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes29#0,"""Use this combat scenario to practice<br>using the \""Braver\"" class in battle.<br><br>\""Braver\"" is a class that can fight both at <br>close-range using Katanas and at long-<br>range using Bullet Bows.<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes30#0,"""Use this combat scenario to practice<br>using the \""Bouncer\"" class in battle.<br><br>\""Bouncer\"" is a class that specializes in<br>tricky attacks using Dual Blades, Jet<br>Boots and even Techniques.<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes31#0,"""Use this combat scenario to practice<br>using the \""Summoner\"" class in battle.<br><br>\""Summoner\"" is a class that focuses on<br>training Pets and using Takts to have<br>them fight for you.<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes32#0,"""You can use this to start a quest that<br>cannot be started normally, such as an<br>Emergency Quest that is not occurring.<br><br>When you initiate a quest in this way, a<br>\""Trigger Item\"" appropriate to the quest<br>will be consumed.<br><br><yellow>If the player who consumed the Trigger<br>Item abandons the quest, all other players<br>in the room will also abandon it.<c>"""
HelpMes33#0,"""These are quests aimed at acquiring the<br>highest score within the time limit.<br><br>These quests change daily along with<br>their field, objectives, enemies, and<br>more.<br><br>The high score is totaled according to the<br>quest difficulty level."""
HelpMes34#0,"""大会やイベント用に特定店舗限定で<br>公開されているアークスＧＰクエストです。<br>クエストクリアするとチャレンジマイルを<br>獲得できます。"""
HelpMes35#0,"""Titwe 1"""
HelpPokaQuestSurmmary#0,"""These are quests to hone your skills<br>against other ARKS in the Battle Arena.<br><br>Level, status, equipment, items, etc<br>will be set exclusively for Battle Arena.<br><br>You can earn Battle Coins by winning<br>matches, and trade them for various<br>items. If you keep winning, your Battle<br>Ranking will rise, earning you more coins.<br>"""
HelpMes36#0,"""Titwe 2"""
HelpMes37#0,"""Titwe 3"""
HelpMes38#0,"""PHANTASY STAR ONLINE2 の世界の<br>謎に迫る物語のエピソード5を<br>体験するクエストです。"""
HelpMes39#0,"""PHANTASY STAR ONLINE2 の世界の<br>謎に迫る過去の物語のエピソードを<br>総集編で体験するクエストです。"""
HelpMes40#0,"""These are quests aimed at defeating the<br>opponent's forces within a set time limit.<br><br>Buster Points are saved automatically<br>and will update after each quest.<br>You can only do a certain amount of Main<br>Matches before needing to regenerate<br>them by doing Free Matches.<br><br>By winning a Free Match, you can earn<br>stamina towards doing Main Matches."""
HelpMes41#0,"""Use this combat scenario to practice<br>using the \""Hero\"" class in battle.<br><br>\""Hero\"" is an advanced class that can deal<br>with any situation by using striking,<br>shooting and teching weapons.<br><br>※In Training Quests, your character's<br><yellow>stats and equipment will be set.<c><br>Additionally, you cannot access storage.<br><br>※You may return to a different block."""
HelpMes42#0,"""A quest that can be picked up<br>for a specific campaign, or<br>ARKS Boost Rally, etc.<br><br>You can complete a target quest<br>that has a qualifying campaign<br>attached by doing a quest listed<br>from this option.<br><br><yellow>※During ARKS Boost Rally, only<br>ABR campaign quests will be listed here.<c>"""
HelpMes43#0,"""「ダークブラスト」の戦闘操作や技術を<br>実戦形式で練習できます。<br><br>「ダークブラスト」は<br>ダークファルスの強力な力を駆使して<br>戦うことができる能力です。<br><br>※練習クエストでは、あなたのキャラクターの<br>\u3000<yellow>強さや装備が専用の設定になります。<c><br>\u3000また、倉庫も利用できません。<br><br>※終了後、別のブロックに戻ることがあります。"""
Title#3,"""Episode Sewect"""
ItemName#0,"""Episode $(0)"""
ItemName_1#0,"""Omnibus Quest [EP1]"""
ItemName_2#0,"""Omnibus Quest [EP2]"""
ItemName_3#0,"""Omnibus Quest [EP3]"""
Title#4,"""Quest Sewection"""
TitlePartyInfoEntry#0,"""Pawty Infowmation Menu"""
TitleRareEnemyCoin#0,"""Using Wawe Enemy Twiggew"""
Back#2,"""Wetuwn"""
Remove#0,"""Wemuv"""
DoNotUse#0,"""Don't Use Anything"""
TitleCommandSelect#0,"""-"""
CreateNewRoom#0,"""Quick Stawt"""
LookPartyList#0,"""View Pawties in Quest"""
SelectPartyList#0,"""Join a Pawty on Cuwwent Bwock"""
SelectOtherBlockPartyList#0,"""Join a Pawty on Anothew Bwock"""
QuickStart#0,"""Quick Stawt"""
LookMyCost#0,"""Check Advance Wisk (Cuwwent +$(0))"""
LookQuestRecord#0,"""View Quest Wecowds"""
MatchingSetting#1,"""Matching Settings"""
ExtraQuestConfirm#0,"""Campaign Content"""
ConfirmArksBoostRoad#0,"""AWKS Boost Wawwy Info"""
HintNon#1,"""Unknown Ewwow"""
HintEnemy#0,"""Enemy"""
HintPlayTimeShort#0,"""Estimated Pwaytime: Showt"""
HintPlayTimeNormal#0,"""Estimated Pwaytime: Avewage"""
HintPlayTimeLong#0,"""Estimated Pwaytime: Wong"""
HintMeseta#0,"""Estimated Meseta Wewawd"""
HintMesetaExp#0,"""Expewience Wewawd"""
HintNew#1,"""Non-Cweawed Quests"""
HintClear#0,"""Awweady Cweawed Quest"""
HintProgressStory#0,"""Stowy Quest in Pwogwess"""
HintClientOrder#0,"""Cwient Owdew"""
HintMatter#0,"""Mattew Objective Quest"""
HintSoloQuest#0,"""Sowo Quest"""
HintSinglePartyQuest#0,"""Singwe Pawty Quest"""
HintMultiPartyQuest#0,"""Muwti Pawty Quest"""
HintBoostExp#0,"""EXP Wate"""
HintBoostMeseta#0,"""Meseta Wate"""
HintBoostDrop#0,"""Wawe Dwop Wate"""
HintBoostEnemy#0,"""Wawe Enemy Appeawance"""
HintBoostChallenge#0,"""Finaw Chawwenge Miwes Eawned"""
HintBoostGatFever#0,"""Gathewing Fevew Wate"""
HintRecommendGift#0,"""Chance to weceive a pwesent upon compwetion"""
HintGatIcon#0,"""Gathewing Quest"""
HintEmblemBoost#0,"""Acquiwed Battwe Coin $(0)"""
HintExtraQuest#0,"""Campaign Quests"""
HintAttrEvent#0,"""Event Quest"""
HintAttrBattle#0,"""Stowy Quest"""
HintAttrBasnet#0,"""Bustew Quest [Stowy]"""
HintABR#0,"""Cweaw with A+ Wank to get the boost"""
HintClearABR#0,"""Cweawed"""
HintLock#0,"""Quests does not meet the Weq."""
HintBusterEvent#0,"""Bustew Quest [Event]"""
SortNon#0,"""Defauwt Sowt"""
SortQuestKind1#0,"""Muwti Pawty Quest"""
SortQuestKind2#0,"""Singwe Pawty Quest"""
SortQuestKind3#0,"""Sowo Quest"""
SortNew#0,"""Non-Cweawed Quests"""
SortClientOrder#0,"""Cwient Owdew Objective Quests"""
CautionNon#2,"""Unknown Ewwow"""
CautionQuestLimitTimeOver#0,"""The time wimit to stawt the Quest has expiwed."""
CautionExtraQuestLimit#0,"""The campaign contents of this quest have changed.<br>Please accept the quest again."""
CautionQuestLevelNG#0,"""Does not meet quest wequiwements."""
CautionQuestLevelNG2#1,"""Quest cannot be selected, not all<br>party members meet the following <br>requirements.<br><br>・Lv.$(0)+"""
CautionMultiConditionLine1#1,"""Could not accept quest.<br>One or more party members failed <br>to meet the following requirement:<br><br>$(0)"""
CautionMultiConditionLine2#1,"""Could not accept quest.<br>One or more party members failed <br>to meet the following requirements:<br><br>$(0)<br>$(1)"""
CautionMultiConditionLine3#0,"""Could not accept quest.<br>One or more party members failed <br>to meet the following requirements:<br><br>$(0)<br>$(1)<br>$(2)"""
CautionMultiConditionLine4#0,"""Could not accept quest.<br>One or more party members failed <br>to meet the following requirements:<br><br>$(0)<br>$(1)<br>$(2)<br>$(3)"""
CautionMultiConditionLine5#0,"""Could not accept quest.<br>One or more party members failed <br>to meet the following requirements:<br><br>・$(0)<br>・$(1)<br>・$(2)<br>・$(3)<br>・$(4)"""
CautionQuestPartyMemberMax#0,"""This quest cannot include more than<br>$(0) party members."""
CautionQuestPartyMemberJoinMax#0,"""Could not join party because <br>it would exceed $(0) members."""
