01_MainLobby_001#0,"""Whiwe Pwemium is active, you can howd up to 40 Cwient Owdews."""
01_MainLobby_027#0,"""Whiwe Pwemium is active, you can seww items in youw shop."""
01_MainLobby_028#0,"""Whiwe Pwemium is active, you can twade with othew usews who awso have Pwemium."""
01_MainLobby_029#0,"""Whiwe Pwemium is active, you wiww weceive mowe FUN points."""
01_MainLobby_030#0,"""Whiwe Pwemium is active, you wiww weceive an additionaw 400 swots of stowage in youw wawehouse."""
01_MainLobby_031#0,"""In the item list/various shops, you can select multiple items with <br><%MultiSelect>."""
01_MainLobby_032#0,"""Using the keyboard, you can copy an item's name<br>by pressing [Ctrl] + [C] while it's highlighted."""
01_MainLobby_033#0,"""If you seww an item by mistake, you can immediatewy get it back by sewecting [Buy back]."""
01_MainLobby_034#0,"""In the Beauty Sawon on the second fwoow, you can change youw chawactew's appeawance."""
01_MainLobby_035#0,"""In the Campship, you can caww Fwiend Pawtnews fwom the kiosk neaw the medicaw and shop tewminaws."""
01_MainLobby_036#0,"""The easiest way to buy ARKS Cash for use in PSO2 is through the mobile game, PSO2es.<br>See http://arks-layer.com/pso2es.php for more information!"""
01_MainLobby_037#0,"""In the [Neawby Chawactews] menu, you can invite othew pwayews to youw pawty and add them as fwiends."""
01_MainLobby_038#0,"""At the Titwe Countew, you can weceive wewawds fow hitting vawious miwestones."""
01_MainLobby_039#0,"""All item drops are different for each player in a mission,<br>so you can pick up items without worrying about others."""
01_MainLobby_040#0,"""Using the keyboawd, you can tuwn [Diwect Mode] off and on with the Scwoww Wock key."""
01_MainLobby_041#0,"""Make suwe to check fow Cwient Owdews befowe you go on a quest, they might wewawd you with extwa expewience."""
01_MainLobby_042#0,"""Even duwing quests, you can send items to youw stowage via the item menu."""
01_MainLobby_043#0,"""By using [Alt]+[←]/[→], you can change the desired chat channel quickly."""
01_MainLobby_044#0,"""By using [Ctrl]+[←]/[→], you can change which channels you'll see in the log window."""
01_MainLobby_045#0,"""Using the keyboard, you can recall past sent messages using [Ctrl]+[↑]/[↓] while in the chat box."""
01_MainLobby_046#0,"""Using the keyboawd, you can send youw message with a cut-in by pwessing [Shift] + [Entew]."""
01_MainLobby_047#0,"""Using the keyboard, you can send your message with a cartoon/balloon shape by pressing [Ctrl] + [Enter]."""
01_MainLobby_048#0,"""Using the keyboard, various lobby actions can be activated with the [Alt]+[A]～[Z] keys."""
01_MainLobby_049#0,"""If you stwengthen youw items at the item wab, you can incwease youw damage output."""
01_MainLobby_050#0,"""If you stwengthen youw units at the item wab, you can weduce youw damage weceived."""
01_MainLobby_051#0,"""By using the Visiphone's [My Shop] function, you can puwchase items fwom othew pwayews' shops."""
01_MainLobby_052#0,"""At the AC Shop, you can buy items to incwease the amount that you can howd in youw inventowy."""
01_MainLobby_053#0,"""At the Wecycwe Shop, you can twade unwanted items fow vawuabwe ones."""
01_MainLobby_054#0,"""A pewcentage of the stats fwom youw subcwass wiww cawwy uvw to youw main cwass."""
01_MainLobby_055#0,"""By compweting the Mattew Boawd, you can pwogwess fuwthew in the stowy."""
01_MainLobby_056#0,"""Wots of equipment with a vawiety of speciaw abiwities awe avaiwabwe in the Mattew Boawd."""
01_MainLobby_057#0,"""Cweawing aww of the yewwow nodes in a Mattew Boawd wiww unwock new stowy missions."""
01_MainLobby_058#0,"""In the Options menu, you can change youw dispway settings, awong with many othews."""
01_MainLobby_059#0,"""See youw pawty histowy in the [Communication Histowy] menu."""
01_MainLobby_060#0,"""You can change the infowmation dispwayed uvw a pwayew's head in the Quick Menu."""
01_MainLobby_061#0,"""In the Quick Menu, you can use [Command Pawtnew Stwategy] to teww youw pawtnew chawactews to wesewve theiw photon bwasts fow chaining."""
01_MainLobby_062#0,"""The highew the enemy wevew, the mowe meseta that wiww dwop fwom boxes."""
01_MainLobby_063#0,"""The items that dwop fwom boxes awe diffewent fow each awea."""
01_MainLobby_064#0,"""When speciaw weathew occuws in a fiewd, PSE have a highew occuwwence chance."""
01_MainLobby_065#0,"""When you type <lt>pos<gt>, you will speak your current coordinates on the map."""
01_MainLobby_066#0,"""When you type <lt>target<gt> or <lt>t<gt>,<br>you'll speak the last item/enemy you locked on to."""
01_MainLobby_067#0,"""You can display the name of the current E-Trial by typing <lt>et1<gt> in the chat."""
01_MainLobby_068#0,"""In Contwowwew mode, the cuwwent wocked tawget can be changed by moving the camewa joystick awound."""
01_MainLobby_069#0,"""Whiwe using Pwemium, you can save up to 40 symbow awts."""
01_MainLobby_070#0,"""Whiwe using Pwemium, if thewe is fwee space in the pwemium awea, you can muv to a fuww bwock."""
01_MainLobby_071#0,"""Whiwe using Pwemium, once you use a Beauty Ticket, you can use the Beauty Sawon fweewy fow 60 minutes."""
01_MainLobby_072#0,"""Whiwe using Pwemium, a speciaw sub effect wiww be appwied to aww medicaw dwinks."""
01_MainLobby_073#0,"""By using vawious items when gwinding geaw, you can waise the gwind success chance and weduce the wisk fwom faiwuwe."""
01_MainLobby_075#0,"""PSE wevew wise effects awe dependant on the awea they take pwace in."""
01_MainLobby_076#0,"""A Cwoss Buwst is when mowe than one buwst occuws at once."""
01_MainLobby_077#0,"""During certain weather effects (including thunderstorms in the forest<br>or the aurora in the skies of the Tundra), PSE can be leveled up easier."""
01_MainLobby_078#0,"""You can check youw wecent wogins by using [Wogin Histowy] at the [Stawt Menu]."""
01_MainLobby_079#0,"""By using [Campaign Reward Receipt] at the Visiphone,<br>you can receive rewards for completing campaigns."""
01_MainLobby_080#0,"""If you want bettew secuwity, you can set a one-time wogin passwowd."""
01_MainLobby_081#0,"""The Item Wab Attendant cwewk is diffewent, depending on whethew youw bwock is odd ow even."""
01_MainLobby_082#0,"""During ARKS Road, a navigation symbol is displayed on your goal.<br>You can reach your goal by proceeding in that direction."""
01_MainLobby_083#0,"""As the numbew of pwayews in a pawty incweases, so does the EXP boost you weceive fwom destwoying enemies."""
01_MainLobby_084#0,"""Whiwe using Pwemium, you can eawn mowe wogin stamps."""
01_MainLobby_085#0,"""You can call partners of people you have not friended by<br>selecting [Free Partner] from the partner terminal in the camp ship."""
01_MainLobby_086#0,"""By selecting [Allow players other than friends to use] at the Visiphone<br>during [Friend Partner Registration], it is easy to obtain FUN points."""
01_MainLobby_087#0,"""As you wevew youw cwass, youw subcwass wiww wevew as weww (to a cewtain point)."""
01_MainLobby_088#0,"""Using [Teams cuwwentwy wooking fow membews] in the Visiphone awwows you to find a team that is wecwuiting membews."""
01_MainLobby_089#0,"""The PA and skiwws youw suppowt pawtnew wiww use awe based on theiw pewsonawity."""
01_MainLobby_090#0,"""Youw suppowt pawtnew's stats incwease based on the wawity of theiw geaw."""
01_MainLobby_091#0,"""The performance of your support partner is not affected by their unit's stats.<br>However, their HP and attack power is increased slightly as the rarity of the units increases."""
01_MainLobby_092#0,"""As your relationship with your support partner improves,<br>the number of orders they can take at once increases."""
01_MainLobby_093#0,"""Your support partner can help with client orders that<br>are partially completed, or not completed at all."""
01_MainLobby_094#0,"""By selecting [Craft] from the Visiphone, you can craft,<br>search for crafters, and learn craft recipes."""
01_MainLobby_095#0,"""By sewecting [Cwaft] fwom the Visiphone, you can send a cwaft owdew ow cancew ones in pwogwess."""
01_MainLobby_096#0,"""You can incwease youw cwafting wevew by doing vawious cwafts."""
01_MainLobby_097#0,"""In the Options menu, you can change the color of the information<br>above players to show whether or not they are in a party."""
01_MainLobby_098#0,"""In the Options menu, you can choose whethew ow not you wouwd wike to see Symbow Awts."""
01_MainLobby_099#0,"""In the Options menu, you can change whethew you see a pwayew's chawactew name ow Pwayew ID in team and whispew chat."""
01_MainLobby_100#0,"""You can set a diffewent camewa angwe in the [Camewa Sewect] menu."""
01_MainLobby_101#0,"""You can set statuses (e.g., 'Away') by sewecting [Change Onwine Status] in the Quick Menu."""
01_MainLobby_102#0,"""You can wename youw skiww twee at the cwass countew."""
01_MainLobby_103#0,"""You can set your expression and pose for your victory<br>pose in the [Chat Settings]."""
01_MainLobby_104#0,"""You can change youw Mag's appeawance with Evowution Devices. You can switch between pwevious Mags with a Mag Change Pass."""
01_MainLobby_105#0,"""You can change how many notifications display at once<br>in the [Notification Settings] menu."""
01_MainLobby_106#0,"""If you use a One-Time Password (OTP), you can<br>store an extra 200 items in the OTP warehouse."""
01_MainLobby_107#0,"""You can confiwm the wequiwed items and othew vawious infowmation fow a cwient owdew thwough the [Cwient Owdews] menu."""
01_MainLobby_108#0,"""By using a rare enemy trigger, you can force<br>a rare enemy to spawn."""
01_MainLobby_109#0,"""Aftew sewecting a quest, you can sewect to take owdews fwom the [Cwient Owdew] window that pops up."""
01_MainLobby_110#0,"""By using [My Set] from the class counter, you can<br>save your class and equipment and load them later."""
01_MainLobby_111#0,"""By using [Display Map] from the Quick Menu, you can<br>check the locations of nearby NPCs and shops."""
01_MainLobby_112#0,"""You can set a reminder to be notified when your<br>premium expires in 7 days."""
01_MainLobby_113#0,"""You can set a quest name to be automatically used when<br>you start a mission instead of character name."""
01_MainLobby_114#0,"""You can set an option to change the background of the<br>chat box to the same color as the speech channel."""
01_MainLobby_115#0,"""If you mastew [High Time] and don't get hit whiwe it's active, [One Mowe Time] is activated and pwevents weset fwom damage untiw it's uvw."""
01_MainLobby_116#0,"""The cuwwent subpawwete can be dispwayed 3 ways - Nevew dispway, dispway fow a showt time, and awways dispway."""
01_MainLobby_119#0,"""You can see a wist of equipment and theiw set effects by sewecting [Check Set Effect] in the item menu."""
01_MainLobby_120#0,"""You can save youw updated Timed Abiwity Data Dwives using the [Save to Backup Data Dwive] option."""
01_MainLobby_121#0,"""You can see the weekwy Time Attack Wankings of VITA pwayews by checking the Visiphones in the Shawed bwocks."""
01_MainLobby_122#0,"""Using the [Communication Histowy] menu, you can see infowmation about wecent cwafts."""
01_MainLobby_123#0,"""[Chawactew Stowage] can stowe 300 items pew chawactew. Additionawwy, you can expand it to 1000 items with AWKS Cash."""
01_MainLobby_124#0,"""Items in youw [Chawactew Stowage] can be bwought to othew ships when twansfewwing."""
01_MainLobby_125#0,"""The PSO2es Storage is available to use for 30<br>days of each PSO2es linked login."""
01_MainLobby_126#0,"""Layered Wear is comprised of three layers:<br>Outerwear, Basewear, and Innerwear, or [Ou], [Ba], and [In]"""
01_MainLobby_127#0,"""In addition to clothing and parts, you can also change your accessories,<br>hair style, body paint, and more from the [Fashion Editing] item in the main menu."""
01_MainLobby_128#0,"""You can check the fashion infowmation of othew pwayews using the [Neawby Chawactews] menu."""
01_MainLobby_129#0,"""You can change the pwiowity owdew of youw body paint and innewweaw."""
01_MainLobby_130#0,"""When saving chawactew data in the Beauty Sawon, you can uvwwwite pwevious data by using the same name."""
01_MainLobby_131#0,"""You can adjust a sheathed weapon's positioning using the [Customize] option in the main menu."""
01_MainLobby_132#0,"""EPISODE4 onwy pwogwesses the [Stowy Boawd]."""
01_MainLobby_133#0,"""The displayed contents of the Quick Menu can be changed using <%MultiSelect>."""
01_MainLobby_135#0,"""Attwibutes of pets can be changed by pwacing candy Wamune in theiw Candy Box."""
01_MainLobby_136#0,"""Pancakes waise the attwibutes of a pet and can be obtained at the pet wab in exchange fow vawious items."""
01_MainLobby_137#0,"""You must pwogwess in AWKS Woad befowe you wiww weceive the EPISODE 4 Stowyboawd."""
01_MainLobby_139#0,"""Make suwe to use items that have an expiwation date (wike bonus keys) befowe they expiwe."""
01_MainLobby_140#0,"""By sewecting [EPISODE 4] at wogin, you can use the stowyboawd to expewience events in EPISODE 4."""
01_MainLobby_141#0,"""Using the stowyboawd, you can pway stowy quests that take pwace in EPISODE 4."""
01_MainLobby_142#0,"""When using the stowyboawd, some events wiww not use the Campship."""
01_MainLobby_143#0,"""Medicaw and stowage tewminaws awe wocated neaw the entwance to the bwidge."""
01_MainLobby_144#0,"""When wogging into to EPISODE 4 mode, you won't be abwe to use the Mattew Boawd."""
01_MainLobby_145#0,"""By using bonus keys, you can pway bonus quests that give you wots of EXP, meseta, ow wawe dwops."""
01_MainLobby_146#0,"""Thewe awe diffewent kinds of bonus keys. The bonuses quests they unwock awe awso diffewent."""
01_MainLobby_147#0,"""If you cweaw a bonus quest on a highew difficuwty, the EXP, meseta, and wawe dwops wiww be bettew."""
01_MainLobby_148#0,"""Bonus quests can onwy be cweawed awone."""
01_MainLobby_149#0,"""When you have a skiww wing equipped, ewiminating enemies wiww gwant it wing EXP."""
01_MainLobby_150#0,"""You can check youw gathewing statistics fwom the Visiphone."""
01_MainLobby_152#0,"""If you weaw a costume with a staw gem icon fow a wong pewiod of time, you can eawn staw gems fwom it."""
01_MainLobby_154#0,"""The NT Weapons get stwongew by using othew weapons as matewiaw."""
01_MainLobby_155#0,"""You need to use the same weapon as matewiaw to gwind a NT Weapon up to +35."""
01_MainLobby_156#0,"""You can obtain a Cowwection Sheet fwom Pudding, which awwows you cowwect items and exchange them fow wawe weapons."""
01_MainLobby_157#0,"""You can puwchase Staw Gems fwom the [Puwchase Staw Gems] item in the AC Menu."""
01_MainLobby_158#0,"""During certain looping lobby actions, you can press <%NormalAttack> or <%PhotonArts> in the middle of the loop to change the behavior of the lobby action."""
01_MainLobby_159#0,"""With cewtain wobby actions, you can sewect [Weaction] on anothew pwayew to do the matching 'weaction' wobby action."""
01_MainLobby_160#0,"""Some pets (such as 'Wanda') have wawe vawiations (such as 'Jinga') that awe unwocked thwough highew wawity egg dwops."""
01_MainLobby_162#0,"""「ロビーアクション実行」でロビーアクションのお気に入り登録ができる。<br>よく使うものは登録しておくと便利だ。"""
03_MyRoom_001#0,"""Whiwe using Pwemium, you gain two additionaw woom wayouts: A and B."""
03_MyRoom_002#0,"""Fwom the Quick Menu, you can go to youw team woom, ow youw own woom."""
03_MyRoom_003#0,"""If you put a jukebox in youw woom, you can wegistew music discs to unwock new BGMs fow use."""
03_MyRoom_004#0,"""The room good used to configure your support partner, the Partner<br>Console, can be purchased from the My Room shop."""
03_MyRoom_005#0,"""By sewecting the Cwaft menu at anothew pwayew's My Woom tewminaw, you can submit a cwafting wequest to that pwayew."""
03_MyRoom_006#0,"""You can cwaft, check youw wequests, and change signboawd settings fwom the Cwaft menu on youw My Woom tewminaw."""
03_MyRoom_007#0,"""You can view story events in chronological order<br>using the [Event Chronicles] menu in My Room."""
03_MyRoom_008#0,"""Youw pawtnew's success wate fow seawches wiww be highew if they awe aww in the same awea."""
03_MyRoom_009#0,"""In the Visiphone, you can use [My Shop] to seawch fow up to 4 affixes on an item at once."""
03_MyRoom_010#0,"""In the Visiphone, you can use [My Shop] to seawch fow items of a specific wawity ow abuv."""
03_MyRoom_011#0,"""In the Visiphone, you can use [My Shop] to seawch fow costumes and vawious pawts by gendew."""
03_MyRoom_012#0,"""In the Visiphone, you can use [My Shop] to seawch fow items and vawious tickets by sub-categowy."""
03_MyRoom_013#0,"""If you puwchase a weapon of 12 staws ow highew, it wiww be wegistewed to you upon puwchase."""
03_MyRoom_014#0,"""You can save youw updated Timed Abiwity Data Dwives using the [Save to Backup Data Dwive] option."""
04_GuildRoom_001#0,"""When a Team Master has not logged<br>in for 30 days, a manager can assume control of the team."""
04_GuildRoom_002#0,"""You can wock/unwock the woom fwom the [Team Expansion] menu."""
04_GuildRoom_003#0,"""If youw position in the team is Managew ow highew, you can wemuv membews of wowew wank fwom the team menu."""
04_GuildRoom_004#0,"""Non-team membews cannot see the contents of the team buwwetin boawd, team countew, team wawehouse, etc."""
04_GuildRoom_005#0,"""Non-team membews can check on the gwowth of the Photon Twee, but cannot obtain it's effects."""
04_GuildRoom_006#0,"""「チームへの入団希望者検索」からチームに所属したいプレイヤーを検索できる。"""
04_GuildRoom_007#0,"""-"""
07_AmusementLobby_001#0,"""Casino Coins can be converted using the coin exchanger<br>in the casino."""
07_AmusementLobby_002#0,"""Acquiwed Casino Coins can be exchanged fow Wambda Gwindews, Weapon Camos, and mowe at the Pwize Exchange Countew."""
07_AmusementLobby_003#0,"""Thewe's gwaffiti by a gwoup of Wiwwipans hidden in the casino awea...?"""
07_AmusementLobby_004#0,"""Any coins that awe uvw the possession wimit wiww be wost if you weave fow a quest. Exchange them fow pwizes often!"""
07_AmusementLobby_005#0,"""The Mesetan Shootew can pway up to 3 waves each time."""
07_AmusementLobby_006#0,"""You wiww wose coins if you shoot the bombs in Mesetan Shootew."""
07_AmusementLobby_007#0,"""I wonder what Umblla will do in Mesetan Shooter if<br>he's not shot for a bit...?"""
07_AmusementLobby_008#0,"""Duwing Mesetan Shootew, the Queen Mesetan can show up."""
07_AmusementLobby_009#0,"""In Mesetan Shootew, as youw PSE goes up, you'we wikewy to get a bettew wave."""
07_AmusementLobby_010#0,"""In Wappy Swots, a Wappy PSE Chance occuws when the Wappy metew is fuww."""
07_AmusementLobby_011#0,"""In Wappy Swots, I wondew what happens if you wine up aww wiwds...?"""
07_AmusementLobby_012#0,"""In Wappy Swots, if you get aww wiwds on evewy swot, you'ww win the JACKPOT!"""
07_AmusementLobby_013#0,"""メセタンシューターでは肩越し視点操作に切り替わるため、<br>オプションのカメラ設定や、操作設定で細かい調整に対応できる。"""
07_AmusementLobby_014#0,"""In Bwack Nyack, the mowe pwayews at the same tabwe, the easiew it is to get a Battwe Bonyas."""
07_AmusementLobby_015#0,"""In Bwack Nyack, the pwayew with the highest hand duwing a Battwe Bonyas, wiww weceive a bonus."""
07_AmusementLobby_016#0,"""In Black Nyack, getting 3 Special Cards<br>will award you with a THREE SP combo."""
07_AmusementLobby_017#0,"""In Black Nyack, you could double your BET<br>by doing DOUBLE DOWN, but only on your first draw."""
07_AmusementLobby_018#0,"""In Wiwi Wouwette, you can bet up to two points pew game."""
07_AmusementLobby_019#0,"""In Wiwi Wouwette, you can bet thwee ways: 'By cowow', 'by numbew', and 'by cowow and numbew'."""
07_AmusementLobby_020#0,"""リーリールーレットは、チャンスマスで停止すると当たりが増える。"""
07_AmusementLobby_021#0,"""リーリールーレットは、トリプルチャンスマスで停止すると・・・？"""
07_AmusementLobby_022#0,"""Is thewe an instance that the Wiwi Wouwette wouwd give a payout of 30 times ow mowe...?"""
07_AmusementLobby_023#0,"""When you weach the wast stage (Stage 30) in Awkuma Swots, a compwetion bonus is awawded that can wet you acquiwe a wawge amount of casino coins."""
07_AmusementLobby_024#0,"""アークマスロットで３種類の図柄を揃えるとコンプリートボーナスを獲得できる。"""
07_AmusementLobby_025#0,"""アークマスロットは、１日のプレイ可能数に上限がある。"""
10_Dungeon_001#0,"""Want to help translate? Contact AIDA (In-game ID: Aida Enna) on the PSO2 Discord (https://discord.gg/pso2) for information."""
10_Dungeon_002#0,"""Attwibute wesistance stats weduce damage fwom that ewement by a cewtain pewcent."""
10_Dungeon_003#0,"""When your Mag has no energy,<br>it can't perform its trigger actions."""
10_Dungeon_004#0,"""As youw Mag wevews up, its Photon Bwast (PB) incweases in stwength as weww."""
10_Dungeon_005#0,"""By enabwing the [Automaticawwy pick up meseta] function in the Options menu, you wiww pick up meseta simpwy by going neaw it."""
10_Dungeon_006#0,"""You can choose whethew ow not event notices wiww appeaw duwing intewwupt events in the Options menu."""
10_Dungeon_007#0,"""You can set the color of your decreased HP to match<br>the type of damage received in the options menu."""
10_Dungeon_008#0,"""The enemies known as 'Aberrations' have evolved differently to their regular counterparts.<br>Potentials that increase damage dealt to Naberius Natives, for example, will not work even on Naberian Aberrations."""
10_Dungeon_009#0,"""The enemies known as 'Aberrations' have evolved differently to their regular counterparts.<br>Potentials that reduce the damage Darkers deal, for example, are not effective even when facing Darker Aberrations."""
10_Dungeon_010#0,"""The special ability 'Ultimate Buster' is tremendously effective,<br>but only on the enemies known as 'Aberrations'."""
10_Dungeon_011#0,"""Weapons that awe dwopped fwom wevew 71+ enemies (ow othew designated enemies) may have the 'Uwtimate Bustew' abiwity, which is vewy effective against Uwtimate Quest enemies."""
10_Dungeon_012#0,"""Using pawty mawkews, you can awwow othew muwti-pawty awea pwayews to join youw pawty diwectwy."""
10_Dungeon_013#0,"""Pawty makews can onwy be set up by the pawty weadew, and can onwy be pwaced in muwti-pawty aweas."""
10_Dungeon_014#0,"""Pawty makews cannot be put down if 3 othew pawty membews have awweady pwaced theiws."""
10_Dungeon_015#0,"""Pawty makews can be instawwed/wemuvd fwom the Quick Menu, using one of the 'Muwtipwayew' wayouts."""
10_Dungeon_016#0,"""When youw mag weaches wevew 200, it weawns a powewfuw 'SP Action'."""
10_Dungeon_017#0,"""Once a day (per quest), if you clear a Featured Quest displaying a present icon with an A-rank<br>or above, you'll get a special reward."""
10_Dungeon_018#0,"""Your Fishing and Gathering stamina will<br>replenish back to 100 over time."""
10_Dungeon_019#0,"""Fishing and Gathewing wevews incwease by compweting gathewing achievements."""
10_Dungeon_020#0,"""Widewoids can muv at max speed by boosting whiwe the Just Attack wing is showing."""
10_Dungeon_021#0,"""Widewoids wiww wecuvw PP if you pass thwough 'Enewgy wings'."""
15_ChallengeCommon_001#0,"""In a Challenge Quest, each area is called a 'mission'.<br>The goal of the quest is to clear the specified missions."""
15_ChallengeCommon_002#0,"""In Challenge Quests VR energy serves as a time limit.<br>You can extend this time limit by picking up energy capsules."""
15_ChallengeCommon_003#0,"""You cannot extend the time limit beyond the designated maximum<br>for each Challenge Quest, even by picking up energy capsules."""
15_ChallengeCommon_004#0,"""VR energy drains slowly over time.<br>When a player is incapacitated, it will fall drastically."""
15_ChallengeCommon_005#0,"""By using a Moon Atomizer to revive an incapacitated player,<br>you can recover VR energy lost when they fell."""
15_ChallengeCommon_006#0,"""In Challenge Quests you can drop weapons and units on the ground.<br>The maximum number of items that can be dropped is 160."""
15_ChallengeCommon_007#0,"""Upon advancing to certain missions in a Challenge Quest, you will reach an interval area.<br>Your VR energy will not drain while in this area."""
15_ChallengeCommon_008#0,"""During a Challenge Quest, you can get items, units and<br>weapons from Recycle Shops in interval areas."""
15_ChallengeCommon_009#0,"""チャレンジクエスト中に誰か一人でもインターバルエリアに到達すると、<br>ミッション中の他プレイヤーは全員インターバルエリアへ強制転送される。"""
15_ChallengeCommon_010#0,"""If you are transported to an interval area during a Challenge Quest <br>while incapacitated, VR energy will not be recovered."""
15_ChallengeCommon_011#0,"""You will be awarded Challenge Miles based on your Challenge Quest results,<br>but you can also earn them by picking up Mile Crystals."""
15_ChallengeCommon_012#0,"""チャレンジクエストのリザルトで獲得できるチャレンジマイルは、<br>パーティー人数や、戦闘不能帰還数でもボーナスを得ることができる。"""
15_ChallengeCommon_013#0,"""チャレンジクエスト内では各クラスのスキルがディスク化されており、<br>プレイヤーの好みや、メンバー内の相談などで自由に習得することができる。"""
15_ChallengeCommon_014#0,"""チャレンジマイルは所属シップのチャレンジマイル交換ショップで<br>各種アイテムや、チャレンジ専用の報酬と交換することができる。"""
15_ChallengeCommon_015#0,"""チャレンジモニュメントでは、チャレンジクエストにおける<br>ランキングを確認することができる。"""
15_ChallengeCommon_016#0,"""自己最高記録タグでは、チャレンジクエストにおける<br>自分の最高到達記録と、他のプレイヤーの最高到達記録を確認できる。"""
15_ChallengeCommon_100#0,"""チャレンジクエスト専用クラス「チャレンジャー」は<br>あらゆる武器・ユニット・PA・テクニックを使用することができる。"""
15_ChallengeCommon_101#0,"""チャレンジクエスト専用クラス「チャレンジャー」は<br>種族・性別によるパラメーターの違いがない。"""
15_ChallengeCommon_102#0,"""チャレンジクエスト専用クラス「チャレンジャー」は<br>別のクラスのスタンススキルを２つまで同時に発動できる。"""
15_ChallengeCommon_200#0,"""チャレンジ・ロビーに移動すると、<br>一時的にアイテム、メセタ、カジノコインを預けた状態になる。"""
15_ChallengeCommon_201#0,"""チャレンジ・ロビーではメインメニューの「ファッション編集」が利用できない。"""
15_ChallengeCommon_202#0,"""チャレンジ・ロビーでも、公認ネットカフェからの接続で<br>カフェポイントの時間毎特典は有効となる。"""
15_ChallengeCommon_203#0,"""チャレンジ・ロビーに移動すると、「ブースト＆予告イベント情報！」による<br>獲得経験値やレアドロップ倍率、レアエネミー出現率は無効となる。"""
15_ChallengeCommon_204#0,"""チャレンジ・ロビーに移動すると、アークスロードおよび、<br>アークスビンゴカードの進行は対象外となる。"""
15_ChallengeCommon_205#0,"""チャレンジ・ロビーに移動すると、ログインスタンプが行われない。<br>通常ブロックに戻ることで、スタンプが押される。"""
15_ChallengeCommon_206#0,"""所属シップと共通シップそれぞれで「グッジョブ」を送ることができる。<br>なお、FUNを得られる回数はあわせて10回である。"""
15_ChallengeCommon_207#0,"""チャレンジ・ロビーに移動すると、<br>アイテムパックの最大所持数が一時的に100個まで拡張される。"""
15_ChallengeCommon_208#0,"""チャレンジ・ロビーに移動すると、<br>武器パレットおよびサブパレットの最大数は一時的に6個となる。"""
15_ChallengeCommon_209#0,"""チャレンジクエストでは、デイリーブースト効果、支援フォトン効果、<br>時限効果、ステージライブ効果、クエスト達成ブースト効果は無効となる。"""
15_ChallengeCommon_210#0,"""チャレンジクエストでは、各種ブーストアイテムは無効となる。<br>また、使用による効果時間のカウントも行われない。"""
15_ChallengeCommon_211#0,"""所属シップと共通シップでは、アークスカードの内容を別々に保存できる。"""
15_ChallengeCommon_212#0,"""所属シップと共通シップでは、<br>「コミュニケーション履歴」の内容が、それぞれ別の履歴として記録される。"""
15_ChallengeCommon_213#0,"""自己最高記録タグはチャレンジクエストごとに最高到達位置が保存される。"""
15_ChallengeCommon_214#0,"""チャレンジクエストでは獲得マイルにボーナスが付与される。<br>また、ボーナスが付与されるクエストは一定の周期で変更される。"""
